Id,Name,"Generation Id","Evolves From Species ID","Evolution Chain ID","Color ID","Shape ID","Habitat ID","Gender Rate","Capture Rate","Base Happiness","Is Baby","Hatch Counter","Has Gender Differences","Growth Rate ID","Forms Switchable","Is Legendary","Is Mythical",Order
675,Pangoro,6,674,346,9,12,,4,65,50,0,25,0,2,0,0,0,676
676,Furfrou,6,,347,9,8,,4,160,70,0,20,0,2,1,0,0,677
677,Espurr,6,,348,4,6,,4,190,50,0,20,0,2,0,0,0,678
678,Meowstic,6,677,348,2,6,,4,75,50,0,20,1,2,0,0,0,679
679,Honedge,6,,349,3,5,,4,180,50,0,20,0,2,0,0,0,680
680,Doublade,6,679,349,3,11,,4,90,50,0,20,0,2,0,0,0,681
681,Aegislash,6,680,349,3,5,,4,45,50,0,20,0,2,1,0,0,682
682,Spritzee,6,,350,6,4,,4,200,50,0,20,0,2,0,0,0,683
683,Aromatisse,6,682,350,6,12,,4,140,50,0,20,0,2,0,0,0,684
684,Swirlix,6,,351,9,7,,4,200,50,0,20,0,2,0,0,0,685
685,Slurpuff,6,684,351,9,12,,4,140,50,0,20,0,2,0,0,0,686
686,Inkay,6,,352,2,10,,4,190,50,0,20,0,2,0,0,0,687
687,Malamar,6,686,352,2,5,,4,80,50,0,20,0,2,0,0,0,688
688,Binacle,6,,353,3,11,,4,120,50,0,20,0,2,0,0,0,689
689,Barbaracle,6,688,353,3,11,,4,45,50,0,20,0,2,0,0,0,690
690,Skrelp,6,,354,3,5,,4,225,50,0,20,0,2,0,0,0,691
691,Dragalge,6,690,354,3,5,,4,55,50,0,20,0,2,0,0,0,692
692,Clauncher,6,,355,2,14,,4,225,50,0,15,0,1,0,0,0,693
693,Clawitzer,6,692,355,2,2,,4,55,50,0,15,0,1,0,0,0,694
694,Helioptile,6,,356,10,6,,4,190,50,0,20,0,2,0,0,0,695
695,Heliolisk,6,694,356,10,6,,4,75,50,0,20,0,2,0,0,0,696
696,Tyrunt,6,,357,3,6,,1,45,50,0,30,0,2,0,0,0,697
697,Tyrantrum,6,696,357,8,6,,1,45,50,0,30,0,2,0,0,0,698
698,Amaura,6,,358,2,8,,1,45,50,0,30,0,2,0,0,0,699
699,Aurorus,6,698,358,2,8,,1,45,50,0,30,0,2,0,0,0,700
700,Sylveon,6,133,67,6,8,,1,45,50,0,35,0,2,0,0,0,165
701,Hawlucha,6,,359,5,12,,4,100,50,0,20,0,2,0,0,0,701
702,Dedenne,6,,360,10,6,,4,180,50,0,20,0,2,0,0,0,702
703,Carbink,6,,361,4,1,,-1,60,50,0,25,0,1,0,0,0,703
704,Goomy,6,,362,7,2,,4,45,35,0,40,0,1,0,0,0,704
705,Sliggoo,6,704,362,7,2,,4,45,35,0,40,0,1,0,0,0,705
706,Goodra,6,705,362,7,6,,4,45,35,0,40,0,1,0,0,0,706
707,Klefki,6,,363,4,1,,4,75,50,0,20,0,3,0,0,0,707
708,Phantump,6,,364,3,4,,4,120,50,0,20,0,2,0,0,0,708
709,Trevenant,6,708,364,3,10,,4,60,50,0,20,0,2,0,0,0,709
710,Pumpkaboo,6,,365,3,1,,4,120,50,0,20,0,2,0,0,0,710
711,Gourgeist,6,710,365,3,5,,4,60,50,0,20,0,2,0,0,0,711
712,Bergmite,6,,366,2,8,,4,190,50,0,20,0,2,0,0,0,712
713,Avalugg,6,712,366,2,8,,4,55,50,0,20,0,2,0,0,0,713
714,Noibat,6,,367,7,9,,4,190,50,0,20,0,2,0,0,0,714
715,Noivern,6,714,367,7,9,,4,45,50,0,20,0,2,0,0,0,715
716,Xerneas,6,,368,2,8,,-1,45,0,0,120,0,1,1,1,0,716
717,Yveltal,6,,369,8,9,,-1,45,0,0,120,0,1,0,1,0,717
718,Zygarde,6,,370,5,2,,-1,3,0,0,120,0,1,0,1,0,718
719,Diancie,6,,371,6,4,,-1,3,50,0,25,0,1,1,0,1,719
720,Hoopa,6,,372,7,4,,-1,3,100,0,120,0,1,0,0,1,720
721,Volcanion,6,,373,3,8,,-1,3,100,0,120,0,1,0,0,1,721
722,Rowlet,7,,374,3,9,,1,45,50,0,15,0,4,0,0,0,722
723,Dartrix,7,722,374,3,9,,1,45,50,0,15,0,4,0,0,0,723
724,Decidueye,7,723,374,3,9,,1,45,50,0,15,0,4,0,0,0,724
725,Litten,7,,375,8,8,,1,45,50,0,15,0,4,0,0,0,725
726,Torracat,7,725,375,8,8,,1,45,50,0,15,0,4,0,0,0,726
727,Incineroar,7,726,375,8,6,,1,45,50,0,15,0,4,0,0,0,727
728,Popplio,7,,376,2,3,,1,45,50,0,15,0,4,0,0,0,728
729,Brionne,7,728,376,2,3,,1,45,50,0,15,0,4,0,0,0,729
730,Primarina,7,729,376,2,3,,1,45,50,0,15,0,4,0,0,0,730
731,Pikipek,7,,377,1,9,,4,255,70,0,15,0,2,0,0,0,731
732,Trumbeak,7,731,377,1,9,,4,120,70,0,15,0,2,0,0,0,732
733,Toucannon,7,732,377,1,9,,4,45,70,0,15,0,2,0,0,0,733
734,Yungoos,7,,378,3,8,,4,255,70,0,15,0,2,0,0,0,734
735,Gumshoos,7,734,378,3,8,,4,127,70,0,15,0,2,0,0,0,735
736,Grubbin,7,,379,4,14,,4,255,50,0,15,0,2,0,0,0,736
737,Charjabug,7,736,379,5,2,,4,120,50,0,15,0,2,0,0,0,737
738,Vikavolt,7,737,379,2,14,,4,45,50,0,15,0,2,0,0,0,738
739,Crabrawler,7,,380,7,14,,4,225,70,0,20,0,2,0,0,0,739
740,Crabominable,7,739,380,9,14,,4,60,70,0,20,0,2,0,0,0,740
741,Oricorio,7,,381,8,9,,6,45,70,0,20,0,2,0,0,0,741
742,Cutiefly,7,,382,10,14,,4,190,50,0,20,0,2,0,0,0,742
743,Ribombee,7,742,382,10,13,,4,75,50,0,20,0,2,0,0,0,743
744,Rockruff,7,,383,3,8,,4,190,50,0,15,0,2,0,0,0,744
745,Lycanroc,7,744,383,3,8,,4,90,50,0,15,0,2,0,0,0,745
746,Wishiwashi,7,,384,2,3,,4,60,50,0,15,0,3,0,0,0,746
747,Mareanie,7,,385,2,5,,4,190,50,0,20,0,2,0,0,0,747
748,Toxapex,7,747,385,2,10,,4,75,50,0,20,0,2,0,0,0,748
749,Mudbray,7,,386,3,8,,4,190,50,0,20,0,2,0,0,0,749
750,Mudsdale,7,749,386,3,8,,4,60,50,0,20,0,2,0,0,0,750
751,Dewpider,7,,387,5,7,,4,200,50,0,15,0,2,0,0,0,751
752,Araquanid,7,751,387,5,14,,4,100,50,0,15,0,2,0,0,0,752
753,Fomantis,7,,388,6,6,,4,190,50,0,20,0,2,0,0,0,753
754,Lurantis,7,753,388,6,12,,4,75,50,0,20,0,2,0,0,0,754
755,Morelull,7,,389,7,5,,4,190,50,0,20,0,2,0,0,0,755
756,Shiinotic,7,755,389,7,12,,4,75,50,0,20,0,2,0,0,0,756
757,Salandit,7,,390,1,8,,1,120,50,0,20,0,2,0,0,0,757
758,Salazzle,7,757,390,1,8,,8,45,50,0,20,0,2,0,0,0,758
759,Stufful,7,,391,6,8,,4,140,50,0,15,0,2,0,0,0,759
760,Bewear,7,759,391,6,6,,4,70,50,0,15,0,2,0,0,0,760
761,Bounsweet,7,,392,7,7,,8,235,50,0,20,0,4,0,0,0,761
762,Steenee,7,761,392,7,12,,8,120,50,0,20,0,4,0,0,0,762
763,Tsareena,7,762,392,7,12,,8,45,50,0,20,0,4,0,0,0,763
764,Comfey,7,,393,5,1,,6,60,50,0,20,0,3,0,0,0,764
765,Oranguru,7,,394,9,12,,4,45,50,0,20,0,1,0,0,0,765
766,Passimian,7,,395,9,6,,4,45,50,0,20,0,1,0,0,0,766
767,Wimpod,7,,396,4,10,,4,90,50,0,20,0,2,0,0,0,767
768,Golisopod,7,767,396,4,12,,4,45,50,0,20,0,2,0,0,0,768
769,Sandygast,7,,397,3,2,,4,140,50,0,15,0,2,0,0,0,769
770,Palossand,7,769,397,3,2,,4,60,50,0,15,0,2,0,0,0,770
771,Pyukumuku,7,,398,1,2,,4,60,50,0,15,0,3,0,0,0,771
772,"Type Null",7,,399,4,8,,-1,3,0,0,120,0,1,0,1,0,772
773,Silvally,7,772,399,4,8,,-1,3,0,0,120,0,1,0,1,0,773
774,Minior,7,,400,3,1,,-1,30,70,0,25,0,4,0,0,0,774
775,Komala,7,,401,2,12,,4,45,70,0,20,0,1,0,0,0,775
776,Turtonator,7,,402,8,6,,4,70,50,0,20,0,2,0,0,0,776
777,Togedemaru,7,,403,4,6,,4,180,50,0,10,0,2,0,0,0,777
778,Mimikyu,7,,404,10,2,,4,45,50,0,20,0,2,0,0,0,778
779,Bruxish,7,,405,6,3,,4,80,70,0,15,0,2,0,0,0,779
780,Drampa,7,,406,9,2,,4,70,50,0,20,0,2,0,0,0,780
781,Dhelmise,7,,407,5,5,,-1,25,50,0,25,0,2,0,0,0,781
782,"Jangmo O",7,,408,4,8,,4,45,50,0,40,0,1,0,0,0,782
783,"Hakamo O",7,782,408,4,6,,4,45,50,0,40,0,1,0,0,0,783
784,"Kommo O",7,783,408,4,6,,4,45,50,0,40,0,1,0,0,0,784
785,"Tapu Koko",7,,409,10,4,,-1,3,50,0,15,0,1,0,1,0,785
786,"Tapu Lele",7,,410,6,4,,-1,3,50,0,15,0,1,0,1,0,786
787,"Tapu Bulu",7,,411,8,4,,-1,3,50,0,15,0,1,0,1,0,787
788,"Tapu Fini",7,,412,7,4,,-1,3,50,0,15,0,1,0,1,0,788
789,Cosmog,7,,413,2,1,,-1,45,0,0,120,0,1,0,1,0,789
790,Cosmoem,7,789,413,2,1,,-1,45,0,0,120,0,1,0,1,0,790
791,Solgaleo,7,790,413,9,8,,-1,45,0,0,120,0,1,0,1,0,791
792,Lunala,7,790,413,7,9,,-1,45,0,0,120,0,1,0,1,0,792
793,Nihilego,7,,414,9,10,,-1,45,0,0,120,0,1,0,0,0,793
794,Buzzwole,7,,415,8,10,,-1,45,0,0,120,0,1,0,0,0,794
795,Pheromosa,7,,416,9,12,,-1,45,0,0,120,0,1,0,0,0,795
796,Xurkitree,7,,417,1,6,,-1,45,0,0,120,0,1,0,0,0,796
797,Celesteela,7,,418,5,12,,-1,45,0,0,120,0,1,0,0,0,797
798,Kartana,7,,419,9,12,,-1,45,0,0,120,0,1,0,0,0,798
799,Guzzlord,7,,420,1,6,,-1,45,0,0,120,0,1,0,0,0,799
800,Necrozma,7,,421,1,4,,-1,255,0,0,120,0,1,0,1,0,800
801,Magearna,7,,422,4,12,,-1,3,0,0,120,0,1,0,0,1,801
802,Marshadow,7,,423,4,12,,-1,3,0,0,120,0,1,0,0,1,802
803,Poipole,7,,424,7,6,,-1,45,0,0,120,0,1,0,0,0,803
804,Naganadel,7,803,424,7,9,,-1,45,0,0,120,0,1,0,0,0,804
805,Stakataka,7,,425,4,8,,-1,30,0,0,120,0,1,0,0,0,805
806,Blacephalon,7,,426,9,12,,-1,30,0,0,120,0,1,0,0,0,806
807,Zeraora,7,,427,10,12,,-1,3,0,0,120,0,1,0,0,1,807
808,Meltan,7,,428,4,1,,-1,3,0,0,120,0,1,0,0,1,808
809,Melmetal,7,808,429,4,12,,-1,3,0,0,120,0,1,0,0,1,809
810,Grookey,8,,430,5,6,,1,45,50,0,20,0,4,0,0,0,810
811,Thwackey,8,810,430,5,6,,1,45,50,0,20,0,4,0,0,0,811
812,Rillaboom,8,811,430,5,12,,1,45,50,0,20,0,4,0,0,0,812
813,Scorbunny,8,,431,9,6,,1,45,50,0,20,0,4,0,0,0,813
814,Raboot,8,813,431,4,6,,1,45,50,0,20,0,4,0,0,0,814
815,Cinderace,8,814,431,9,6,,1,45,50,0,20,0,4,0,0,0,815
816,Sobble,8,,432,2,8,,1,45,50,0,20,0,4,0,0,0,816
817,Drizzile,8,816,432,2,6,,1,45,50,0,20,0,4,0,0,0,817
818,Inteleon,8,817,432,2,6,,1,45,50,0,20,0,4,0,0,0,818
819,Skwovet,8,,433,3,6,,4,255,50,0,20,0,2,0,0,0,819
820,Greedent,8,819,433,3,6,,4,90,50,0,20,0,2,0,0,0,820
821,Rookidee,8,,434,2,9,,4,255,50,0,15,0,4,0,0,0,821
822,Corvisquire,8,821,434,2,9,,4,120,50,0,15,0,4,0,0,0,822
823,Corviknight,8,822,434,7,9,,4,45,50,0,15,0,4,0,0,0,823
824,Blipbug,8,,435,2,14,,4,255,50,0,15,0,2,0,0,0,824
825,Dottler,8,824,435,10,14,,4,120,50,0,15,0,2,0,0,0,825
826,Orbeetle,8,825,435,8,9,,4,45,50,0,15,0,2,0,0,0,826
827,Nickit,8,,436,3,8,,4,255,50,0,15,0,3,0,0,0,827
828,Thievul,8,827,436,3,8,,4,127,50,0,15,0,3,0,0,0,828
829,Gossifleur,8,,437,5,5,,4,190,50,0,20,0,2,0,0,0,829
830,Eldegoss,8,829,437,5,5,,4,75,50,0,20,0,2,0,0,0,830
831,Wooloo,8,,438,9,8,,4,255,50,0,15,0,2,0,0,0,831
832,Dubwool,8,831,438,9,8,,4,127,50,0,15,0,2,0,0,0,832
833,Chewtle,8,,439,5,8,,4,255,50,0,20,0,2,0,0,0,833
834,Drednaw,8,833,439,5,8,,4,75,50,0,20,0,2,0,0,0,834
835,Yamper,8,,440,10,8,,4,255,50,0,20,0,3,0,0,0,835
836,Boltund,8,835,440,10,8,,4,45,50,0,20,0,3,0,0,0,836
837,Rolycoly,8,,441,1,1,,4,255,50,0,15,0,4,0,0,0,837
838,Carkol,8,837,441,1,7,,4,120,50,0,15,0,4,0,0,0,838
839,Coalossal,8,838,441,1,12,,4,45,50,0,15,0,4,0,0,0,839
840,Applin,8,,442,5,2,,4,255,50,0,20,0,5,0,0,0,840
841,Flapple,8,840,442,5,9,,4,45,50,0,20,0,5,0,0,0,841
842,Appletun,8,840,442,5,8,,4,45,50,0,20,0,5,0,0,0,842
843,Silicobra,8,,443,5,2,,4,255,50,0,20,0,2,0,0,0,843
844,Sandaconda,8,843,443,5,2,,4,120,50,0,20,0,2,0,0,0,844
845,Cramorant,8,,444,2,9,,4,45,50,0,20,0,2,0,0,0,845
846,Arrokuda,8,,445,3,3,,4,255,50,0,20,0,1,0,0,0,846
847,Barraskewda,8,846,445,3,3,,4,60,50,0,20,0,1,0,0,0,847
848,Toxel,8,,446,7,6,,4,75,50,1,25,0,4,0,0,0,848
849,Toxtricity,8,848,446,7,6,,4,45,50,0,25,0,4,0,0,0,849
850,Sizzlipede,8,,447,8,10,,4,190,50,0,20,0,2,0,0,0,850
851,Centiskorch,8,850,447,8,10,,4,75,50,0,20,0,2,0,0,0,851
852,Clobbopus,8,,448,3,10,,4,180,50,0,25,0,4,0,0,0,852
853,Grapploct,8,852,448,2,10,,4,45,50,0,25,0,4,0,0,0,853
854,Sinistea,8,,449,7,1,,-1,120,50,0,20,0,2,0,0,0,854
855,Polteageist,8,854,449,7,1,,-1,60,50,0,20,0,2,0,0,0,855
856,Hatenna,8,,450,6,7,,8,235,50,0,20,0,1,0,0,0,856
857,Hattrem,8,856,450,6,12,,8,120,50,0,20,0,1,0,0,0,857
858,Hatterene,8,857,450,6,5,,8,45,50,0,20,0,1,0,0,0,858
859,Impidimp,8,,451,6,12,,0,255,50,0,20,0,2,0,0,0,859
860,Morgrem,8,859,451,6,12,,0,120,50,0,20,0,2,0,0,0,860
861,Grimmsnarl,8,860,451,7,12,,0,45,50,0,20,0,2,0,0,0,861
862,Obstagoon,8,264,134,4,6,,4,45,50,0,15,0,2,0,0,0,862
863,Perrserker,8,52,22,3,6,,4,90,50,0,20,0,2,0,0,0,863
864,Cursola,8,222,113,9,4,,6,30,50,0,20,0,3,0,0,0,864
865,Sirfetchd,8,83,35,9,9,,4,45,50,0,20,0,2,0,0,0,865
866,"Mr Rime",8,122,57,7,12,,4,45,50,0,25,0,2,0,0,0,866
867,Runerigus,8,562,287,4,5,,4,90,50,0,25,0,2,0,0,0,867
868,Milcery,8,,452,9,1,,8,200,50,0,20,0,2,0,0,0,868
869,Alcremie,8,868,452,9,5,,8,100,50,0,20,0,2,0,0,0,869
870,Falinks,8,,453,10,11,,-1,45,50,0,25,0,2,0,0,0,870
871,Pincurchin,8,,454,7,10,,4,75,50,0,20,0,2,0,0,0,871
872,Snom,8,,455,9,2,,4,190,50,0,20,0,2,0,0,0,872
873,Frosmoth,8,872,455,9,13,,4,75,50,0,20,0,2,0,0,0,873
874,Stonjourner,8,,456,4,7,,4,60,50,0,25,0,1,0,0,0,874
875,Eiscue,8,,457,2,6,,4,60,50,0,25,0,1,0,0,0,875
876,Indeedee,8,,458,7,6,,4,30,140,0,40,1,3,0,0,0,876
877,Morpeko,8,,459,10,12,,4,180,50,0,10,0,2,0,0,0,877
878,Cufant,8,,460,10,8,,4,190,50,0,25,0,2,0,0,0,878
879,Copperajah,8,878,460,5,8,,4,90,50,0,25,0,2,0,0,0,879
880,Dracozolt,8,,461,5,6,,-1,45,50,0,35,0,1,0,0,0,880
881,Arctozolt,8,,462,2,6,,-1,45,50,0,35,0,1,0,0,0,881
882,Dracovish,8,,463,5,7,,-1,45,50,0,35,0,1,0,0,0,882
883,Arctovish,8,,464,2,3,,-1,45,50,0,35,0,1,0,0,0,883
884,Duraludon,8,,465,9,6,,4,45,50,0,30,0,2,0,0,0,884
885,Dreepy,8,,466,5,2,,4,45,50,0,40,0,1,0,0,0,885
886,Drakloak,8,885,466,5,4,,4,45,50,0,40,0,1,0,0,0,886
887,Dragapult,8,886,466,5,6,,4,45,50,0,40,0,1,0,0,0,887
888,Zacian,8,,467,2,8,,-1,10,0,0,120,0,1,0,1,0,888
889,Zamazenta,8,,468,8,8,,-1,10,0,0,120,0,1,0,1,0,889
890,Eternatus,8,,469,7,9,,-1,255,0,0,120,0,1,0,1,0,890
891,Kubfu,8,,470,4,6,,1,3,50,0,120,0,1,0,1,0,891
892,Urshifu,8,891,470,4,12,,1,3,50,0,120,0,1,0,1,0,892
893,Zarude,8,,471,5,6,,-1,3,0,0,120,0,1,0,0,1,893
894,Regieleki,8,,472,10,12,,-1,3,35,0,120,0,1,0,1,0,894
895,Regidrago,8,,473,5,12,,-1,3,35,0,120,0,1,0,1,0,895
896,Glastrier,8,,474,9,8,,-1,3,35,0,120,0,1,0,1,0,896
897,Spectrier,8,,475,1,8,,-1,3,35,0,120,0,1,0,1,0,897
898,Calyrex,8,,476,5,12,,-1,3,100,0,120,0,1,0,1,0,898
899,Wyrdeer,8,234,120,4,8,,4,135,50,0,20,0,1,0,0,0,899
900,Kleavor,8,123,58,3,13,,4,115,50,0,20,0,2,0,0,0,900
901,Ursaluna,8,217,110,3,8,,4,75,50,0,20,0,2,0,0,0,901
902,Basculegion,8,550,280,5,3,,4,135,50,0,20,1,2,1,0,0,902
903,Sneasler,8,215,109,4,6,,4,135,50,0,20,0,4,0,0,0,903
904,Overqwil,8,211,106,1,3,,4,135,50,0,20,0,2,0,0,0,904
905,Enamorus,8,,477,6,4,,8,3,50,0,20,0,1,1,1,0,905
906,Sprigatito,9,,478,5,8,,1,45,50,0,20,0,4,0,0,0,906
907,Floragato,9,906,478,5,6,,1,45,50,0,20,0,4,0,0,0,907
908,Meowscarada,9,907,478,5,6,,1,45,50,0,20,0,4,0,0,0,908
909,Fuecoco,9,,479,8,6,,1,45,50,0,20,0,4,0,0,0,909
910,Crocalor,9,909,479,8,6,,1,45,50,0,20,0,4,0,0,0,910
911,Skeledirge,9,910,479,8,8,,1,45,50,0,20,0,4,0,0,0,911
912,Quaxly,9,,480,9,6,,1,45,50,0,20,0,4,0,0,0,912
913,Quaxwell,9,912,480,2,6,,1,45,50,0,20,0,4,0,0,0,913
914,Quaquaval,9,913,480,2,6,,1,45,50,0,20,0,4,0,0,0,914
915,Lechonk,9,,481,4,8,,4,255,50,0,15,0,2,0,0,0,915
916,Oinkologne,9,915,481,4,8,,0,100,50,0,15,1,2,0,0,0,916
917,Tarountula,9,,482,9,14,,4,255,50,0,15,0,5,0,0,0,918
918,Spidops,9,917,482,5,14,,4,120,50,0,15,0,5,0,0,0,919
919,Nymble,9,,483,4,14,,4,190,20,0,20,0,2,0,0,0,920
920,Lokix,9,919,483,4,12,,4,30,0,0,20,0,2,0,0,0,921
921,Pawmi,9,,484,10,8,,4,190,50,0,15,0,2,0,0,0,954
922,Pawmo,9,921,484,10,6,,4,80,50,0,15,0,2,0,0,0,955
923,Pawmot,9,922,484,10,6,,4,45,50,0,15,0,2,0,0,0,956
924,Tandemaus,9,,485,9,11,,-1,150,50,0,10,0,3,0,0,0,945
925,Maushold,9,924,485,9,11,,-1,75,50,0,10,0,3,0,0,0,946
926,Fidough,9,,486,10,8,,4,190,50,0,20,0,4,0,0,0,970
927,Dachsbun,9,926,486,3,8,,4,90,50,0,20,0,4,0,0,0,971
928,Smoliv,9,,487,5,7,,4,255,50,0,20,0,4,0,0,0,935
929,Dolliv,9,928,487,5,12,,4,120,50,0,20,0,4,0,0,0,936
930,Arboliva,9,929,487,5,12,,4,45,50,0,20,0,4,0,0,0,937
931,Squawkabilly,9,,488,5,9,,4,190,50,0,15,0,5,0,0,0,960
932,Nacli,9,,489,3,1,,4,255,50,0,20,0,4,0,0,0,963
933,Naclstack,9,932,489,3,8,,4,120,50,0,20,0,4,0,0,0,964
934,Garganacl,9,933,489,3,12,,4,45,50,0,20,0,4,0,0,0,965
935,Charcadet,9,,490,8,12,,4,90,50,0,35,0,1,0,0,0,1003
936,Armarouge,9,935,490,8,12,,4,25,20,0,35,0,1,0,0,0,1004
937,Ceruledge,9,935,490,2,12,,4,25,20,0,35,0,1,0,0,0,1005
938,Tadbulb,9,,491,10,1,,4,190,50,0,20,0,2,0,0,0,940
939,Bellibolt,9,938,491,5,12,,4,50,50,0,20,0,2,0,0,0,941
940,Wattrel,9,,492,1,9,,4,180,50,0,20,0,4,0,0,0,957
941,Kilowattrel,9,940,492,10,9,,4,90,50,0,20,0,4,0,0,0,958
942,Maschiff,9,,493,3,8,,4,150,50,0,20,0,4,0,0,0,972
943,Mabosstiff,9,942,493,4,8,,4,75,50,0,20,0,4,0,0,0,973
944,Shroodle,9,,494,4,8,,4,190,50,0,20,0,4,0,0,0,968
945,Grafaiai,9,944,494,4,6,,4,90,50,0,20,0,4,0,0,0,969
946,Bramblin,9,,495,3,1,,4,190,50,0,20,0,2,0,0,0,974
947,Brambleghast,9,946,495,3,1,,4,45,50,0,20,0,2,0,0,0,975
948,Toedscool,9,,496,10,7,,4,190,50,0,20,0,4,0,0,0,1006
949,Toedscruel,9,948,496,1,10,,4,90,50,0,20,0,4,0,0,0,1007
950,Klawf,9,,497,8,14,,4,120,50,0,35,0,2,0,0,0,962
951,Capsakid,9,,498,5,6,,4,190,50,0,20,0,2,0,0,0,938
952,Scovillain,9,951,498,5,6,,4,75,50,0,20,0,2,0,0,0,939
953,Rellor,9,,499,3,14,,4,190,50,0,20,0,3,0,0,0,922
954,Rabsca,9,953,499,5,14,,4,45,50,0,20,0,3,0,0,0,923
955,Flittle,9,,500,10,7,,4,120,50,0,20,0,4,0,0,0,926
956,Espathra,9,955,500,10,6,,4,60,50,0,20,0,4,0,0,0,927
957,Tinkatink,9,,501,6,12,,8,190,50,0,20,0,4,0,0,0,1000
958,Tinkatuff,9,957,501,6,12,,8,90,50,0,20,0,4,0,0,0,1001
959,Tinkaton,9,958,501,6,12,,8,45,50,0,20,0,4,0,0,0,1002
960,Wiglett,9,,502,9,5,,4,255,50,0,20,0,2,0,0,0,929
961,Wugtrio,9,960,502,8,5,,4,50,50,0,20,0,2,0,0,0,930
962,Bombirdier,9,,503,9,9,,4,25,50,0,35,0,1,0,0,0,959
963,Finizen,9,,504,2,3,,4,200,50,0,40,0,1,0,0,0,933
964,Palafin,9,963,504,2,3,,4,45,50,0,40,0,1,0,0,0,934
965,Varoom,9,,505,4,7,,4,190,50,0,20,0,2,0,0,0,942
966,Revavroom,9,965,505,4,7,,4,75,50,0,20,0,2,0,0,0,943
967,Cyclizar,9,,506,5,8,,4,190,50,0,30,0,4,0,0,0,953
968,Orthworm,9,,507,6,2,,4,25,50,0,35,0,1,0,0,0,944
969,Glimmet,9,,508,2,1,,4,70,50,0,30,0,4,0,0,0,966
970,Glimmora,9,969,508,2,1,,4,25,50,0,30,0,4,0,0,0,967
971,Greavard,9,,509,9,8,,4,120,50,0,20,0,4,0,0,0,924
972,Houndstone,9,971,509,9,8,,4,60,50,0,20,0,4,0,0,0,925
973,Flamigo,9,,510,6,9,,4,100,50,0,20,0,4,0,0,0,961
974,Cetoddle,9,,511,9,6,,4,150,50,0,25,0,4,0,0,0,947
975,Cetitan,9,974,511,9,6,,4,50,50,0,25,0,4,0,0,0,948
976,Veluza,9,,512,4,3,,4,100,50,0,20,0,3,0,0,0,932
977,Dondozo,9,,513,2,3,,4,25,50,0,40,0,1,0,0,0,931
978,Tatsugiri,9,,514,6,3,,4,100,50,0,35,0,4,0,0,0,952
979,Annihilape,9,57,24,4,12,,4,45,50,0,20,0,2,0,0,0,1010
980,Clodsire,9,194,96,3,8,,4,90,50,0,20,0,2,0,0,0,1009
981,Farigiraf,9,203,101,3,8,,4,45,50,0,20,0,2,0,0,0,928
982,Dudunsparce,9,206,103,10,2,,4,45,50,0,20,0,2,0,0,0,917
983,Kingambit,9,625,317,1,12,,4,25,50,0,20,0,2,0,0,0,1008
984,"Great Tusk",9,,515,7,8,,-1,30,0,0,50,0,1,0,0,0,978
985,"Scream Tail",9,,516,6,6,,-1,50,0,0,50,0,1,0,0,0,982
986,"Brute Bonnet",9,,517,4,8,,-1,50,0,0,50,0,1,0,0,0,979
987,"Flutter Mane",9,,518,4,9,,-1,30,0,0,50,0,1,0,0,0,983
988,"Slither Wing",9,,519,8,8,,-1,30,0,0,50,0,1,0,0,0,984
989,"Sandy Shocks",9,,520,4,8,,-1,30,0,0,50,0,1,0,0,0,981
990,"Iron Treads",9,,521,4,8,,-1,30,0,0,50,0,1,0,0,0,986
991,"Iron Bundle",9,,522,8,6,,-1,50,0,0,50,0,1,0,0,0,992
992,"Iron Hands",9,,523,4,12,,-1,50,0,0,50,0,1,0,0,0,989
993,"Iron Jugulis",9,,524,2,6,,-1,30,0,0,50,0,1,0,0,0,990
994,"Iron Moth",9,,525,10,13,,-1,30,0,0,50,0,1,0,0,0,988
995,"Iron Thorns",9,,526,5,6,,-1,30,0,0,50,0,1,0,0,0,991
996,Frigibax,9,,527,4,6,,4,45,50,0,40,0,1,0,0,0,949
997,Arctibax,9,996,527,4,6,,4,25,50,0,40,0,1,0,0,0,950
998,Baxcalibur,9,997,527,4,6,,4,10,50,0,40,0,1,0,0,0,951
999,Gimmighoul,9,,528,3,5,,-1,45,50,0,50,0,1,0,0,0,976
1000,Gholdengo,9,999,528,10,12,,-1,45,50,0,50,0,1,0,0,0,977
1001,"Wo Chien",9,,529,3,2,,-1,6,0,0,50,0,1,0,1,0,996
1002,"Chien Pao",9,,530,9,8,,-1,6,0,0,50,0,1,0,1,0,995
1003,"Ting Lu",9,,531,3,8,,-1,6,0,0,50,0,1,0,1,0,994
1004,"Chi Yu",9,,532,8,3,,-1,6,0,0,50,0,1,0,1,0,997
1005,"Roaring Moon",9,,533,5,8,,-1,10,0,0,50,0,1,0,0,0,985
1006,"Iron Valiant",9,,534,9,12,,-1,10,0,0,50,0,1,0,0,0,993
1007,Koraidon,9,,535,8,6,,-1,3,0,0,50,0,1,0,1,0,998
1008,Miraidon,9,,536,2,8,,-1,3,0,0,50,0,1,0,1,0,999
1009,"Walking Wake",9,,537,2,6,,-1,5,0,0,50,0,1,0,0,0,1011
1010,"Iron Leaves",9,,538,5,8,,-1,5,0,0,50,0,1,0,0,0,1012
1011,Dipplin,9,840,442,5,11,,-1,45,0,0,20,0,1,0,0,0,1013
